transaction_id,contractor_or_beneficiary,amount,date,agency,purpose,anchored_hash,day_of_year,anomaly_score_rf,anomaly_score_xgb,anomaly_score_gb,anomaly_score_ensemble,is_anomaly_predicted,risk_level
2468,Individual Aid Recipient 721,23316.27,2025-12-29,HHS,Services,antigrav_hash_000009a3,363,0.0,7.98034e-06,1.5936081644448908e-08,2.665425474657622e-06,0,LOW
2469,Individual Aid Recipient 210,61389.46,2025-10-16,DOD,Services,antigrav_hash_000009a4,289,0.0,6.1813244e-06,1.5936081644448908e-08,2.0657534778575487e-06,0,LOW
2470,Individual Aid Recipient 569,16091.22,2025-06-03,DOD,Research,antigrav_hash_000009a5,154,0.0,5.9550143e-06,1.5936081644448908e-08,1.990316804061046e-06,0,LOW
2471,Individual Aid Recipient 319,110135.54,2025-09-01,DOE,Construction,antigrav_hash_000009a6,244,0.0,5.6532904e-06,1.5936081644448908e-08,1.88974215145489e-06,0,LOW
2472,Individual Aid Recipient 229,763607.16,2025-01-09,Education,Services,antigrav_hash_000009a7,9,0.5128657403457914,0.003309049,0.43377805349150517,0.3166509475941269,0,MEDIUM
2473,Individual Aid Recipient 60,6775.18,2025-07-08,DOE,Research,antigrav_hash_000009a8,189,0.0594885,2.5628835e-05,1.5936081644448908e-08,0.019838048257000276,0,LOW
2474,Individual Aid Recipient 281,2775.08,2025-06-19,HHS,Research,antigrav_hash_000009a9,170,0.06948850000000001,2.5679892e-05,1.5936081644448908e-08,0.023171398609404804,0,LOW
2475,Individual Aid Recipient 208,34742.81,2025-12-11,HHS,Aid,antigrav_hash_000009aa,345,0.0,7.4159248e-06,1.5936081644448908e-08,2.4772869459015234e-06,0,LOW
2476,Individual Aid Recipient 213,65013.08,2025-02-26,DOE,Research,antigrav_hash_000009ab,57,0.388977,0.00015545718,0.4337780459382244,0.2743035010390955,0,LOW
2477,Individual Aid Recipient 562,15579.33,2025-08-02,Education,Construction,antigrav_hash_000009ac,214,0.0,6.1552123e-06,1.5936081644448908e-08,2.0570494619791312e-06,0,LOW
2478,Individual Aid Recipient 720,194831.62,2025-10-26,DOT,Aid,antigrav_hash_000009ad,299,0.0,7.5044e-06,1.5936081644448908e-08,2.5067786758485632e-06,0,LOW
2479,Individual Aid Recipient 954,2957.48,2025-06-07,HHS,Services,antigrav_hash_000009ae,158,0.0,1.1910089e-05,1.5936081644448908e-08,3.975341589790714e-06,0,LOW
2480,Individual Aid Recipient 813,62278.9,2025-12-19,DOE,Equipment,antigrav_hash_000009af,353,0.0,1.4302475e-05,1.5936081644448908e-08,4.772803824704551e-06,0,LOW
2481,Individual Aid Recipient 675,8876.91,2025-11-19,Education,Services,antigrav_hash_000009b0,323,0.0,6.155611e-06,1.5936081644448908e-08,2.0571823997880407e-06,0,LOW
2482,Individual Aid Recipient 576,290415.19,2025-01-14,DOE,Aid,antigrav_hash_000009b1,14,0.428977,0.0003072652,0.433778047954672,0.2876874377193727,0,LOW
2483,Individual Aid Recipient 649,437474.21,2025-11-02,DOD,Aid,antigrav_hash_000009b2,306,0.0,0.00010659564,1.5936081644448908e-08,3.553719152692467e-05,0,LOW
2484,Individual Aid Recipient 686,6974.49,2025-08-31,DOD,Aid,antigrav_hash_000009b3,243,0.0,3.7330537e-05,1.5936081644448908e-08,1.2448824511335643e-05,0,LOW
2485,Individual Aid Recipient 435,9659.18,2025-05-16,DOT,Services,antigrav_hash_000009b4,136,0.0,1.9574043e-05,1.5936081644448908e-08,6.529993063264937e-06,0,LOW
2486,Individual Aid Recipient 819,79968.0,2025-12-02,DOT,Construction,antigrav_hash_000009b5,336,0.0,5.8681335e-06,1.5936081644448908e-08,1.9613565221847417e-06,0,LOW
2487,Individual Aid Recipient 194,12324.0,2025-10-24,DOT,Research,antigrav_hash_000009b6,297,0.0,6.121447e-06,1.5936081644448908e-08,2.045794313462241e-06,0,LOW
2488,Individual Aid Recipient 43,20576.05,2025-10-23,HHS,Services,antigrav_hash_000009b7,296,0.0,7.00275e-06,1.5936081644448908e-08,2.3395620116295987e-06,0,LOW
2489,Individual Aid Recipient 494,22881.47,2025-04-27,DOD,Services,antigrav_hash_000009b8,117,0.0,6.4837245e-06,1.5936081644448908e-08,2.1665535335672936e-06,0,LOW
2490,Individual Aid Recipient 40,1237.06,2025-01-27,DOE,Construction,antigrav_hash_000009b9,27,0.418977,0.00017105389,0.433778047954672,0.28430870061579067,0,LOW
2491,Individual Aid Recipient 271,21573.98,2025-10-26,Education,Equipment,antigrav_hash_000009ba,299,0.0,6.4972737e-06,1.5936081644448908e-08,2.1710699326738478e-06,0,LOW
2492,Individual Aid Recipient 114,7827.58,2025-09-03,DOD,Aid,antigrav_hash_000009bb,246,0.0,7.1355144e-06,1.5936081644448908e-08,2.383816811158267e-06,0,LOW
2493,Individual Aid Recipient 453,10512.45,2025-03-29,DOD,Construction,antigrav_hash_000009bc,88,0.0,8.053798e-06,1.5936081644448908e-08,2.689911497348554e-06,0,LOW
2494,Individual Aid Recipient 604,192037.9,2025-09-26,DOT,Equipment,antigrav_hash_000009bd,269,0.0,8.441658e-06,1.5936081644448908e-08,2.8191979881949793e-06,0,LOW
2495,Individual Aid Recipient 593,3345.06,2025-11-19,Education,Research,antigrav_hash_000009be,323,0.0,1.06711395e-05,1.5936081644448908e-08,3.562358538774563e-06,0,LOW
2496,Individual Aid Recipient 233,74593.44,2025-11-14,DOT,Research,antigrav_hash_000009bf,318,0.0,1.20467785e-05,1.5936081644448908e-08,4.020904849030333e-06,0,LOW
2497,Individual Aid Recipient 14,14494.95,2025-07-14,DOD,Equipment,antigrav_hash_000009c0,195,0.0,6.5881454e-06,1.5936081644448908e-08,2.201360502133945e-06,0,LOW
2498,Individual Aid Recipient 11,14477.63,2025-03-17,HHS,Equipment,antigrav_hash_000009c1,76,0.208977,0.00016269126,1.5936081644448908e-08,0.06971323573078196,0,LOW
2499,Individual Aid Recipient 788,72081.87,2025-12-15,DOT,Equipment,antigrav_hash_000009c2,349,0.0,5.9916374e-06,1.5936081644448908e-08,2.002524496695593e-06,0,LOW
2500,Individual Aid Recipient 577,36683.3,2025-05-05,HHS,Research,antigrav_hash_000009c3,125,0.0,6.3096563e-06,1.5936081644448908e-08,2.108530803243187e-06,0,LOW
2501,Public Funds LLC,51840.11,2025-01-17,DOE,Construction,antigrav_hash_000009c4,17,0.428977,0.00014576956,0.433778047954672,0.28763360583877096,0,LOW
2502,Individual Aid Recipient 462,94115.4,2025-10-21,DOE,Services,antigrav_hash_000009c5,294,0.0,5.6532904e-06,1.5936081644448908e-08,1.88974215145489e-06,0,LOW
2503,Individual Aid Recipient 126,13400.37,2025-12-25,HHS,Research,antigrav_hash_000009c6,359,0.0,7.683936e-06,1.5936081644448908e-08,2.566624033555023e-06,0,LOW
2504,Individual Aid Recipient 975,8792.42,2025-02-26,DOE,Construction,antigrav_hash_000009c7,57,0.388977,0.00024629882,0.433778047954672,0.2743337822580732,0,LOW
2505,Individual Aid Recipient 30,4325.46,2025-04-08,DOE,Services,antigrav_hash_000009c8,98,0.0,8.085829e-06,1.5936081644448908e-08,2.700588358817567e-06,0,LOW
2506,Individual Aid Recipient 535,6386.13,2025-01-10,HHS,Services,antigrav_hash_000009c9,10,0.433977,0.00019292379,0.4337780459382244,0.2893159899098994,0,LOW
2507,Individual Aid Recipient 528,1836994.99,2025-08-14,Education,Research,antigrav_hash_000009ca,226,0.6302684978354485,0.016738446,0.9007681181541006,0.515925020806307,1,HIGH
2508,Individual Aid Recipient 335,142488.9,2025-06-10,HHS,Aid,antigrav_hash_000009cb,161,0.0894885,0.00018838333,1.178646639945942e-07,0.029892333732217335,0,LOW
2509,Individual Aid Recipient 9,2902.68,2025-08-03,DOE,Aid,antigrav_hash_000009cc,215,0.0894885,0.00025502904,1.178646639945942e-07,0.029914548967341987,0,LOW
2510,Individual Aid Recipient 470,3029.99,2025-03-19,DOE,Equipment,antigrav_hash_000009cd,78,0.158977,0.0005866245,1.5936081644448908e-08,0.05318788014205961,0,LOW
2511,Individual Aid Recipient 836,45378.74,2025-07-31,DOT,Construction,antigrav_hash_000009ce,212,0.0,6.7976375e-06,1.5936081644448908e-08,2.2711912021711697e-06,0,LOW
2512,Individual Aid Recipient 414,50055.98,2025-12-20,DOD,Aid,antigrav_hash_000009cf,354,0.0,6.7309297e-06,1.5936081644448908e-08,2.248955269372424e-06,0,LOW
2513,Individual Aid Recipient 298,50177.69,2025-04-15,DOE,Services,antigrav_hash_000009d0,105,0.0,6.0676903e-06,1.5936081644448908e-08,2.027875448847911e-06,0,LOW
2514,Individual Aid Recipient 315,15026.44,2025-07-30,HHS,Aid,antigrav_hash_000009d1,211,0.0,6.4360174e-06,1.5936081644448908e-08,2.1506511702892445e-06,0,LOW
2515,Individual Aid Recipient 344,18248.14,2025-09-14,DOT,Services,antigrav_hash_000009d2,257,0.0,6.2163745e-06,1.5936081644448908e-08,2.0774368467965238e-06,0,LOW
2516,Individual Aid Recipient 74,36019.63,2025-11-10,DOD,Equipment,antigrav_hash_000009d3,314,0.0,6.796328e-06,1.5936081644448908e-08,2.2707546447143187e-06,0,LOW
2517,Individual Aid Recipient 780,25055.27,2025-08-30,DOD,Services,antigrav_hash_000009d4,242,0.0,5.9550143e-06,1.5936081644448908e-08,1.990316804061046e-06,0,LOW
2518,Individual Aid Recipient 494,789.22,2025-02-01,DOT,Research,antigrav_hash_000009d5,32,0.418977,0.00016651125,0.4337780459382244,0.28430718572955044,0,LOW
2519,Individual Aid Recipient 40,15604.28,2025-12-28,Education,Services,antigrav_hash_000009d6,362,0.0,6.401212e-06,1.5936081644448908e-08,2.1390493527085283e-06,0,LOW
2520,Individual Aid Recipient 296,6141.91,2025-03-12,DOT,Construction,antigrav_hash_000009d7,71,0.283977,0.00019655787,1.5936081644448908e-08,0.09472452460214971,0,LOW
2521,Individual Aid Recipient 992,28647.38,2025-09-23,DOD,Equipment,antigrav_hash_000009d8,266,0.0,2.1111195e-05,1.5936081644448908e-08,7.042376912392155e-06,0,LOW
2522,Individual Aid Recipient 494,1939398.64,2025-04-17,DOD,Construction,antigrav_hash_000009d9,107,0.6345774134566762,0.017669864,0.9431351821922835,0.5317941532159499,1,HIGH
2523,Individual Aid Recipient 644,38224.14,2025-10-15,HHS,Construction,antigrav_hash_000009da,288,0.08448850000000001,0.00011919645,1.178646639945942e-07,0.028202604770716535,0,LOW
2524,Individual Aid Recipient 918,13762.54,2025-06-16,DOE,Aid,antigrav_hash_000009db,167,0.0894885,0.00012764496,1.178646639945942e-07,0.029872087608904363,0,LOW
2525,Individual Aid Recipient 849,87789.95,2025-12-06,Education,Equipment,antigrav_hash_000009dc,340,0.0,5.6532904e-06,1.5936081644448908e-08,1.88974215145489e-06,0,LOW
2526,Individual Aid Recipient 945,45434.72,2025-09-02,HHS,Research,antigrav_hash_000009dd,245,0.0,6.9963417e-06,1.5936081644448908e-08,2.337425911740035e-06,0,LOW
2527,Individual Aid Recipient 97,41362.99,2025-09-27,DOD,Research,antigrav_hash_000009de,270,0.0,9.339137e-06,1.5936081644448908e-08,3.118357777284248e-06,0,LOW
2528,Individual Aid Recipient 220,54735.94,2025-07-12,Education,Services,antigrav_hash_000009df,193,0.0,5.6532904e-06,1.5936081644448908e-08,1.88974215145489e-06,0,LOW
2529,Individual Aid Recipient 831,481574.08,2025-06-10,HHS,Aid,antigrav_hash_000009e0,161,0.0,3.7498197e-05,1.5936081644448908e-08,1.2504711141770185e-05,0,LOW
2530,Individual Aid Recipient 133,4038.66,2025-03-30,DOD,Equipment,antigrav_hash_000009e1,89,0.0,1.6683083e-05,1.5936081644448908e-08,5.566339770990834e-06,0,LOW
2531,XYZ Ltd,44821.72,2025-08-24,HHS,Construction,antigrav_hash_000009e2,236,0.0,2.3787898e-05,1.5936081644448908e-08,7.934611223714837e-06,0,LOW
2532,Individual Aid Recipient 868,5488.6,2025-09-30,Education,Aid,antigrav_hash_000009e3,273,0.0,6.5732033e-06,1.5936081644448908e-08,2.1963798059821357e-06,0,LOW
2533,Individual Aid Recipient 728,50679.1,2025-06-25,DOE,Equipment,antigrav_hash_000009e4,176,0.0,6.0397356e-06,1.5936081644448908e-08,2.0185572208808963e-06,0,LOW
2534,Individual Aid Recipient 222,5552.31,2025-10-07,DOT,Aid,antigrav_hash_000009e5,280,0.0,7.774095e-06,1.5936081644448908e-08,2.596677073315507e-06,0,LOW
2535,Individual Aid Recipient 82,11777.54,2025-07-01,Education,Construction,antigrav_hash_000009e6,182,0.0,6.893019e-06,1.5936081644448908e-08,2.302985014790847e-06,0,LOW
2536,Individual Aid Recipient 728,14148.52,2025-12-13,DOE,Research,antigrav_hash_000009e7,347,0.0,6.601598e-06,1.5936081644448908e-08,2.2058447657610364e-06,0,LOW
2537,Individual Aid Recipient 818,95199.03,2025-12-15,DOT,Research,antigrav_hash_000009e8,349,0.0,5.9916374e-06,1.5936081644448908e-08,2.002524496695593e-06,0,LOW
2538,Individual Aid Recipient 822,87350.29,2025-11-26,HHS,Research,antigrav_hash_000009e9,330,0.0,6.3096563e-06,1.5936081644448908e-08,2.108530803243187e-06,0,LOW
2539,Individual Aid Recipient 539,3399.64,2025-12-21,Education,Equipment,antigrav_hash_000009ea,355,0.0,9.85855e-06,1.5936081644448908e-08,3.2914952520117546e-06,0,LOW
2540,Infra Builders,23918.35,2025-05-16,DOE,Aid,antigrav_hash_000009eb,136,0.0,9.4720035e-06,1.5936081644448908e-08,3.1626465312817824e-06,0,LOW
2541,Individual Aid Recipient 692,7597.92,2025-11-09,DOD,Services,antigrav_hash_000009ec,313,0.0,7.129984e-06,1.5936081644448908e-08,2.3819734169802237e-06,0,LOW
2542,Individual Aid Recipient 46,3335.05,2025-09-05,Education,Equipment,antigrav_hash_000009ed,248,0.0,6.548089e-06,1.5936081644448908e-08,2.188008361999667e-06,0,LOW
2543,Individual Aid Recipient 890,15906.36,2025-04-09,HHS,Aid,antigrav_hash_000009ee,99,0.0,9.6821905e-06,1.5936081644448908e-08,3.232708849303059e-06,0,LOW
2544,Individual Aid Recipient 36,13867.12,2025-05-07,DOE,Research,antigrav_hash_000009ef,127,0.0,6.1456867e-06,1.5936081644448908e-08,2.053874264392792e-06,0,LOW
2545,Individual Aid Recipient 41,839091.24,2025-05-23,DOD,Research,antigrav_hash_000009f0,143,0.3424175912910494,0.00056442316,1.178646639945942e-07,0.11432737743753851,0,LOW
2546,Individual Aid Recipient 302,42168.96,2025-10-13,DOD,Aid,antigrav_hash_000009f1,286,0.07423275,0.00013348975,1.178646639945942e-07,0.02478878587267216,0,LOW
2547,Individual Aid Recipient 260,2789.38,2025-06-02,DOT,Research,antigrav_hash_000009f2,153,0.06948850000000001,2.8648781e-05,1.178646639945942e-07,0.023172422215272537,0,LOW
2548,Individual Aid Recipient 691,9441.21,2025-04-26,Education,Equipment,antigrav_hash_000009f3,116,0.0,6.826176e-06,1.5936081644448908e-08,2.2807040620043636e-06,0,LOW
2549,Individual Aid Recipient 797,101933.4,2025-06-02,DOE,Aid,antigrav_hash_000009f4,153,0.0,6.029055e-06,1.5936081644448908e-08,2.014997003870806e-06,0,LOW
2550,Individual Aid Recipient 378,505177.01,2025-05-28,DOD,Services,antigrav_hash_000009f5,148,0.0,7.0753405e-05,1.5936081644448908e-08,2.3589780511450126e-05,0,LOW
2551,Individual Aid Recipient 702,2040.65,2025-12-27,DOT,Services,antigrav_hash_000009f6,361,0.0,2.2236512e-05,1.5936081644448908e-08,7.41748284389337e-06,0,LOW
2552,Individual Aid Recipient 932,1313.06,2025-04-17,DOD,Aid,antigrav_hash_000009f7,107,0.0,2.5068652e-05,1.5936081644448908e-08,8.361529249386651e-06,0,LOW
2553,Individual Aid Recipient 585,364560.49,2025-12-20,DOD,Services,antigrav_hash_000009f8,354,0.0,2.8849248e-05,1.5936081644448908e-08,9.621728139812227e-06,0,LOW
2554,Individual Aid Recipient 114,39514.43,2025-12-27,DOE,Aid,antigrav_hash_000009f9,361,0.0,1.43320085e-05,1.5936081644448908e-08,4.782648195356541e-06,0,LOW
2555,Individual Aid Recipient 317,5988.29,2025-09-08,DOD,Aid,antigrav_hash_000009fa,251,0.0,1.8737894e-05,1.5936081644448908e-08,6.251276592917219e-06,0,LOW
2556,Individual Aid Recipient 143,49116.17,2025-06-12,DOD,Construction,antigrav_hash_000009fb,163,0.0,6.3110283e-06,1.5936081644448908e-08,2.1089881274957284e-06,0,LOW
2557,Individual Aid Recipient 586,422.58,2025-09-03,DOT,Research,antigrav_hash_000009fc,246,0.0,6.539963e-06,1.5936081644448908e-08,2.185299735195337e-06,0,LOW
2558,Individual Aid Recipient 856,22138.27,2025-06-28,HHS,Aid,antigrav_hash_000009fd,179,0.0,7.550948e-06,1.5936081644448908e-08,2.5222946554608094e-06,0,LOW
2559,Individual Aid Recipient 902,36016.48,2025-10-14,DOE,Aid,antigrav_hash_000009fe,287,0.0,7.622693e-06,1.5936081644448908e-08,2.546209667061478e-06,0,LOW
2560,Individual Aid Recipient 640,88115.63,2025-05-21,HHS,Research,antigrav_hash_000009ff,141,0.0,6.3096563e-06,1.5936081644448908e-08,2.108530803243187e-06,0,LOW
2561,Individual Aid Recipient 671,4813.39,2025-05-28,Education,Aid,antigrav_hash_00000a00,148,0.0,6.814429e-06,1.5936081644448908e-08,2.2767883841483305e-06,0,LOW
2562,Individual Aid Recipient 523,25047.54,2025-03-04,HHS,Research,antigrav_hash_00000a01,63,0.373977,0.00027255737,1.9407147811887767e-08,0.12474985892645839,0,LOW
2563,Individual Aid Recipient 237,5496.48,2025-10-21,Education,Construction,antigrav_hash_00000a02,294,0.0,6.5043723e-06,1.5936081644448908e-08,2.1734361347229602e-06,0,LOW
2564,Individual Aid Recipient 478,32308.18,2025-12-13,DOD,Services,antigrav_hash_00000a03,347,0.0,6.742854e-06,1.5936081644448908e-08,2.252930064384072e-06,0,LOW
2565,Individual Aid Recipient 490,5750.15,2025-10-06,DOT,Construction,antigrav_hash_00000a04,279,0.0,6.7818833e-06,1.5936081644448908e-08,2.265939779763133e-06,0,LOW
2566,Individual Aid Recipient 278,11942.38,2025-07-14,HHS,Equipment,antigrav_hash_00000a05,195,0.0,6.7409696e-06,1.5936081644448908e-08,2.2523019067100478e-06,0,LOW
2567,Individual Aid Recipient 778,4945.72,2025-07-22,HHS,Construction,antigrav_hash_00000a06,203,0.0,2.5351233e-05,1.5936081644448908e-08,8.455723190330069e-06,0,LOW
2568,Individual Aid Recipient 483,58495.46,2025-06-26,DOE,Equipment,antigrav_hash_00000a07,177,0.0,6.0397356e-06,1.5936081644448908e-08,2.0185572208808963e-06,0,LOW
2569,Individual Aid Recipient 86,79831.76,2025-03-16,DOD,Equipment,antigrav_hash_00000a08,75,0.233977,0.00017304264,1.5936081644448908e-08,0.07805001952694275,0,LOW
2570,Individual Aid Recipient 771,15491.85,2025-05-29,DOD,Research,antigrav_hash_00000a09,149,0.0,6.477791e-06,1.5936081644448908e-08,2.164575685755838e-06,0,LOW
2571,Individual Aid Recipient 715,23326.77,2025-01-22,HHS,Research,antigrav_hash_00000a0a,22,0.418977,0.00017230454,0.4337780459382244,0.2843091168269089,0,LOW
2572,Individual Aid Recipient 351,2507.68,2025-05-28,DOD,Aid,antigrav_hash_00000a0b,148,0.0,7.533907e-06,1.5936081644448908e-08,2.5166144063008866e-06,0,LOW
2573,Individual Aid Recipient 841,14051.51,2026-01-01,DOD,Services,antigrav_hash_00000a0c,1,0.433977,0.00016721578,0.4337780459382244,0.2893074205732091,0,LOW
2574,Individual Aid Recipient 239,20428.64,2025-02-10,DOD,Equipment,antigrav_hash_00000a0d,41,0.408977,0.00016375285,0.433778047954672,0.280972933600752,0,LOW
2575,Individual Aid Recipient 650,1122635.54,2025-06-27,Education,Research,antigrav_hash_00000a0e,178,0.5695627007616169,0.015096184,0.04810639236498266,0.21092175899762067,0,LOW
2576,Individual Aid Recipient 862,4154.92,2025-08-15,Education,Research,antigrav_hash_00000a0f,227,0.08448850000000001,3.6909925e-05,1.178646639945942e-07,0.028175175929973543,0,LOW
2577,Individual Aid Recipient 699,198048.23,2025-12-02,HHS,Aid,antigrav_hash_00000a10,336,0.08448850000000001,0.00014289805,1.178646639945942e-07,0.028210505303808277,0,LOW
2578,Individual Aid Recipient 69,98251.73,2025-05-12,Education,Research,antigrav_hash_00000a11,132,0.0,1.0847136e-05,1.5936081644448908e-08,3.621023978687923e-06,0,LOW
2579,Individual Aid Recipient 495,33555.45,2025-09-03,DOE,Services,antigrav_hash_00000a12,246,0.0,1.3324128e-05,1.5936081644448908e-08,4.446688128479235e-06,0,LOW
2580,Individual Aid Recipient 208,308023.31,2025-04-20,Education,Research,antigrav_hash_00000a13,110,0.0,1.9776271e-05,1.5936081644448908e-08,6.597402385241142e-06,0,LOW
2581,Individual Aid Recipient 674,38490.17,2025-04-14,DOT,Equipment,antigrav_hash_00000a14,104,0.0,1.31370025e-05,1.5936081644448908e-08,4.384312859677344e-06,0,LOW
2582,Individual Aid Recipient 468,39487.47,2025-10-03,DOD,Research,antigrav_hash_00000a15,276,0.0,1.4951622e-05,1.5936081644448908e-08,4.989185953511957e-06,0,LOW
2583,Individual Aid Recipient 384,20339.48,2025-05-19,DOD,Equipment,antigrav_hash_00000a16,139,0.0,6.796328e-06,1.5936081644448908e-08,2.2707546447143187e-06,0,LOW
2584,Individual Aid Recipient 488,138047.53,2025-10-15,DOD,Aid,antigrav_hash_00000a17,288,0.0,6.4167e-06,1.5936081644448908e-08,2.1442120993831423e-06,0,LOW
2585,Individual Aid Recipient 338,114085.55,2025-12-23,Education,Equipment,antigrav_hash_00000a18,357,0.0,9.93915e-06,1.5936081644448908e-08,3.318362028667027e-06,0,LOW
2586,Individual Aid Recipient 820,8616.93,2025-05-20,Education,Aid,antigrav_hash_00000a19,140,0.0,2.07931e-05,1.5936081644448908e-08,6.936345594740263e-06,0,LOW
2587,Individual Aid Recipient 766,3044.61,2025-03-12,DOT,Construction,antigrav_hash_00000a1a,71,0.283977,0.0004976886,1.5936081644448908e-08,0.09482490151120515,0,LOW
2588,Individual Aid Recipient 515,16244.81,2025-02-25,DOD,Services,antigrav_hash_00000a1b,56,0.388977,0.00017014425,0.4337780459382244,0.2743083967302345,0,LOW
2589,Individual Aid Recipient 311,6633.86,2025-11-12,DOT,Services,antigrav_hash_00000a1c,316,0.0,7.1411173e-06,1.5936081644448908e-08,2.3856844585283576e-06,0,LOW
2590,Individual Aid Recipient 952,20024.53,2025-10-28,DOE,Construction,antigrav_hash_00000a1d,301,0.0,6.254003e-06,1.5936081644448908e-08,2.0899796882286742e-06,0,LOW
2591,Individual Aid Recipient 712,140949.54,2025-05-03,HHS,Research,antigrav_hash_00000a1e,123,0.0,7.0572146e-06,1.5936081644448908e-08,2.357716890119039e-06,0,LOW
2592,Individual Aid Recipient 658,11092.76,2025-05-05,Education,Aid,antigrav_hash_00000a1f,125,0.0,1.0294656e-05,1.5936081644448908e-08,3.43686403450473e-06,0,LOW
2593,Individual Aid Recipient 854,20656.08,2025-01-26,DOT,Equipment,antigrav_hash_00000a20,26,0.418977,0.0005131674,0.433778047954672,0.28442273845540883,0,LOW
2594,Individual Aid Recipient 100,24029.42,2025-12-09,DOT,Research,antigrav_hash_00000a21,343,0.0,6.1075452e-06,1.5936081644448908e-08,2.041160437956708e-06,0,LOW
2595,Individual Aid Recipient 125,78640.83,2025-09-29,Education,Services,antigrav_hash_00000a22,272,0.0,5.6532904e-06,1.5936081644448908e-08,1.88974215145489e-06,0,LOW
2596,Individual Aid Recipient 924,757.23,2025-04-26,HHS,Services,antigrav_hash_00000a23,116,0.0,6.619869e-06,1.5936081644448908e-08,2.2119350454490083e-06,0,LOW
2597,Individual Aid Recipient 384,8865.74,2025-11-23,HHS,Construction,antigrav_hash_00000a24,327,0.0,7.0156098e-06,1.5936081644448908e-08,2.3438486117415047e-06,0,LOW
2598,Individual Aid Recipient 452,30240.14,2025-04-30,DOD,Aid,antigrav_hash_00000a25,120,0.0,6.825024e-06,1.5936081644448908e-08,2.2803199520753147e-06,0,LOW
2599,Individual Aid Recipient 623,133268.14,2025-01-27,Education,Construction,antigrav_hash_00000a26,27,0.418977,0.00014576956,0.433778047954672,0.2843002725054376,0,LOW
2600,Individual Aid Recipient 199,10531.71,2025-02-21,DOT,Services,antigrav_hash_00000a27,52,0.388977,0.00029958092,0.4337780459382244,0.2743515422857717,0,LOW
2601,Individual Aid Recipient 399,1319.71,2025-07-31,Education,Services,antigrav_hash_00000a28,212,0.0,4.5199118e-05,1.5936081644448908e-08,1.5071684752628928e-05,0,LOW
2602,Individual Aid Recipient 62,55802.12,2025-06-19,Education,Research,antigrav_hash_00000a29,170,0.0,6.2752833e-06,1.5936081644448908e-08,2.0970731405727016e-06,0,LOW
2603,Individual Aid Recipient 422,8492.65,2025-08-30,DOE,Equipment,antigrav_hash_00000a2a,242,0.0,6.621807e-06,1.5936081644448908e-08,2.2125810898521678e-06,0,LOW
2604,Individual Aid Recipient 690,3697.82,2025-02-21,HHS,Aid,antigrav_hash_00000a2b,52,0.388977,0.00018049034,0.433778047954672,0.27431184609957876,0,LOW
2605,Individual Aid Recipient 959,8634.16,2025-12-15,DOT,Research,antigrav_hash_00000a2c,349,0.0,7.0641026e-06,1.5936081644448908e-08,2.3600129094936648e-06,0,LOW
2606,Individual Aid Recipient 579,16700.8,2025-03-12,HHS,Aid,antigrav_hash_00000a2d,71,0.283977,0.00018873176,1.5936081644448908e-08,0.09472191589970928,0,LOW
2607,Individual Aid Recipient 96,8891.78,2025-01-03,Education,Construction,antigrav_hash_00000a2e,3,0.433977,0.00016053373,0.433778047954672,0.28930519389525894,0,LOW
2608,Individual Aid Recipient 461,805.65,2025-10-09,DOD,Aid,antigrav_hash_00000a2f,282,0.0,7.263756e-06,1.5936081644448908e-08,2.4265639716362963e-06,0,LOW
2609,Individual Aid Recipient 101,84592.37,2025-03-22,DOD,Services,antigrav_hash_00000a30,81,0.0,7.5317234e-06,1.5936081644448908e-08,2.515886507374568e-06,0,LOW
2610,Individual Aid Recipient 104,149091.06,2025-07-28,HHS,Services,antigrav_hash_00000a31,209,0.0,7.796019e-06,1.5936081644448908e-08,2.603985166409153e-06,0,LOW
2611,Individual Aid Recipient 9,58529.31,2025-12-01,HHS,Research,antigrav_hash_00000a32,335,0.0,1.046669e-05,1.5936081644448908e-08,3.4942085849462147e-06,0,LOW
2612,Individual Aid Recipient 461,3997.69,2025-09-01,DOT,Construction,antigrav_hash_00000a33,244,0.0,1.206728e-05,1.5936081644448908e-08,4.027738792219455e-06,0,LOW
2613,Individual Aid Recipient 264,16281.14,2025-09-02,DOT,Services,antigrav_hash_00000a34,245,0.0,6.6413113e-06,1.5936081644448908e-08,2.2190824611453414e-06,0,LOW
2614,Individual Aid Recipient 476,21812.05,2025-11-30,Education,Research,antigrav_hash_00000a35,334,0.0,6.13538e-06,1.5936081644448908e-08,2.0504386481568446e-06,0,LOW
2615,Individual Aid Recipient 532,54078.48,2025-04-13,Education,Aid,antigrav_hash_00000a36,103,0.0,6.0676903e-06,1.5936081644448908e-08,2.027875448847911e-06,0,LOW
2616,Individual Aid Recipient 350,60024.66,2025-05-28,HHS,Research,antigrav_hash_00000a37,148,0.0,6.3096563e-06,1.5936081644448908e-08,2.108530803243187e-06,0,LOW
2617,Individual Aid Recipient 113,7322.74,2025-06-14,Education,Construction,antigrav_hash_00000a38,165,0.0,6.245241e-06,1.5936081644448908e-08,2.0870589975763806e-06,0,LOW
2618,Individual Aid Recipient 552,24909.22,2025-05-27,HHS,Research,antigrav_hash_00000a39,147,0.0,6.428834e-06,1.5936081644448908e-08,2.1482566223219265e-06,0,LOW
